x,y,z
40.41672835433333,-3.704002618173993,10.0
40.41961461690121,-3.705724154086218,10.0
40.42018000310763,-3.705608242300118,14.0
40.42153981109922,-3.707894608056859,10.0
40.42337313876642,-3.710927061794766,11.0
40.4306170840106,-3.716267742281979,11.0
40.43028143194506,-3.713492845466062,12.0
40.43306791450709,-3.713345206565087,13.0
40.43280992834114,-3.711433402716097,11.0
40.43412639952535,-3.711346048261377,10.0
40.43412925924883,-3.710419879904739,10.0
40.43509299757173,-3.710269439481001,10.0
40.43895774775304,-3.710053985362115,14.0
40.43880466313545,-3.708382124137234,12.0
40.43515979162755,-3.708673505324852,12.0
